iter	Logloss
250	0.1130196779
251	0.1126406931
252	0.1122738534
253	0.1118445749
254	0.1115469527
255	0.1107971079
256	0.1102222412
257	0.1098403567
258	0.1096214294
259	0.1091205996
260	0.1085993193
261	0.1078392358
262	0.1074245933
263	0.1068968006
264	0.106607651
265	0.1063560899
266	0.1058908022
267	0.1055947688
268	0.1051969223
269	0.104821763
270	0.104507847
271	0.1042604693
272	0.1038457547
273	0.1036550757
274	0.1034491996
275	0.1029411308
276	0.1025667716
277	0.1021167921
278	0.1017421484
279	0.1014920104
280	0.1011437998
281	0.1007750666
282	0.1002576342
283	0.09971044394
284	0.09917699793
285	0.09888863581
286	0.09851674333
287	0.09816569236
288	0.09781377575
289	0.09741816175
290	0.09706702469
291	0.09681499874
292	0.09645216242
293	0.09601260511
294	0.09556310811
295	0.09525147215
296	0.09487581553
297	0.09455447226
298	0.09420061624
299	0.09401291451
300	0.09373703311
301	0.0932949733
302	0.09290396149
303	0.09244052196
304	0.09211236152
305	0.09170248431
306	0.09149881659
307	0.0911977303
308	0.09088289338
309	0.09046402308
310	0.09004004914
311	0.08973292829
312	0.08915208315
313	0.08878157431
314	0.08841864603
315	0.0881672303
316	0.08799335899
317	0.0878140279
318	0.08744318167
319	0.08717005648
320	0.08669787419
321	0.08626311358
322	0.08600870754
323	0.08547192926
324	0.0850592334
325	0.08461113825
326	0.08435790938
327	0.08407281401
328	0.08377181024
329	0.08340672178
330	0.08300131423
331	0.08269450162
332	0.08233935868
333	0.08197662309
334	0.08175175223
335	0.08165658528
336	0.0813386247
337	0.08098477989
338	0.08053040081
339	0.08020805731
340	0.08004397609
341	0.07949464111
342	0.07926302031
343	0.07906398674
344	0.07875965899
345	0.07840929941
346	0.0781883337
347	0.0778544839
348	0.0775875543
349	0.07736595174
350	0.07694396662
351	0.07661099753
352	0.07612562148
353	0.07590987203
354	0.0756387851
355	0.07527153216
356	0.07489249736
357	0.07462016969
358	0.07438859952
359	0.07404147807
360	0.07380469117
361	0.07359092308
362	0.07326822651
363	0.07304241781
364	0.0729000275
365	0.072544588
366	0.07236130778
367	0.07203640646
368	0.07177753307
369	0.07154192386
370	0.07138467475
371	0.07115522574
372	0.07098375697
373	0.07073030057
374	0.07048222917
375	0.07020098794
376	0.06989559469
377	0.06959788932
378	0.06926513886
379	0.06912224845
380	0.06881722927
381	0.06854979579
382	0.06830900899
383	0.0679242412
384	0.06767306718
385	0.06730136189
386	0.06703009453
387	0.06680447124
388	0.06657536336
389	0.06639131182
390	0.0662189376
391	0.06583537622
392	0.06554358614
393	0.06522407105
394	0.06488060617
395	0.06472047173
396	0.06435221051
397	0.06411872101
398	0.0639371908
399	0.0637706869
400	0.06351088002
401	0.06331809066
402	0.06310076458
